processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
PARG519-16,102259,6815982,,PLN16T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F13_rev_R7_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG524-16,75373,6815987,,PLN19T(A),University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F14_rev_R3_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG525-16,25909,6815988,,PLN21T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F14_rev_R4_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG540-16,955666,6816003,,PLN01L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F15_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.953,-67.047,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Enrique,East,,,,,,,,,
PARG545-16,881966,6816008,,PL021T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F2_rev_R2_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 3,,,,,,,,,
PARG550-16,112031,6816013,,PL004L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F2_rev_R5_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
PARG560-16,85370,6816023,,UNCLASS,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F3_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG627-16,14665,6816090,,UNCLASS,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F8_rev_R2_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG636-16,45950,6816099,,PLN19T(B),University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F9_rev_R3_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG652-16,47671,6816115,,PLN29L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes11_m26_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG653-16,22553,6816116,,PLN29L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes12_m26_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG664-16,20584,6816127,,PL014L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes5_m26_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 4,,,,,,,,,
PARG665-16,46194,6816128,,PLN14L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,Old Buoy,,,,,,,,,
TZAIC016-05,HLC-TSZ-016,192984,,HLC-TSZ-016,Royal Ontario Museum,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-71,Aqua Morindo (Supplier),-6.079,106.837,,,,,,,Indonesia,Jakarta Raya,Jakarta,J.L. Lenteng Agung No.9,,101137,http://www.boldsystems.org/pics/TZAIC/HLC-TSZ-016+1148575202.jpg,Lateral,Lateral,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
TZAIC934-06,HLC-12293,255194,,HLC-12293,Royal Ontario Museum,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-57,,7.117,79.808,,,,,,,Sri Lanka,Western,Kochchikade,NO 331 Sarath Wattha,,104549,http://www.boldsystems.org/pics/TZAIC/HLC-12293+1149948384.jpg,Lateral,Lateral,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
ANGBF42812-19,KF268175,10141170,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,8.37,76.99,,,,,,,India,,,,,,,,,,,,,
BAHB278-15,BAHB9278,5661012,,BAH9278,"Smithsonian Institution, National Museum of Natural History",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Carole C. Baldwin,,"Linnaeus, 1758",,,,,,,,,,,,A,,,,,,,,25.7695,-77.8887,,,,,,,Bahamas,,Berry Islands District,Cistern Cay,shore of Cistern Cay,,,,,,,,,
CSFOM060-10,CSFOM-076,1694233,CSFOM-076,,"University of Palermo, Dept. of Animal Biology",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Marco Arculeo,,"Bennett, 1828",,,,,,,,,,,,A,,,,,,FAO-37,,42.982,12.7637,Coordinates from country centroid,,,,,,Italy,,Sicily,,,,,,,,,,,
GAMBA766-12,GAM-639,2935745,USNM:FISH:402625,GAM-639,"Smithsonian Institution, National Museum of Natural History",,BOLD:AAB2674,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Jeff Williams,,"Bloch, 1787",,Vouchered:Registered Collection,,,"Jeff Williams, Serge Planes, Michel Kulbicki, Pierre Sasal, Erwan Delrieu-Trottin, Bernard Banaigs, Christophe Menniti",,,,"Collection depth: 0-1 m.|Gambier Archipelago, due east of Mangareva, in lagoon on inside of barrier reef on northeast end of archipelago. In Hoa channel between Vaiatekeue and another small islet, rock and coral, low tide.",,,,,,,,,,SL=77.1 mm.,-23.0661,-134.906,,,,,,-1,French Polynesia,Tuamotu-Gambier,,,,3204692,http://www.boldsystems.org/pics/GAMBA/USNM_402625_photograph_GAM_639_77.1mmSL_GAM_2010_35+1507819262.JPG,Lateral,USNM 402625 photograph lateral view,,2010,CreativeCommons – Attribution Non-Commercial (by-nc),Smithsonian Institution National Museum of Natural History,Jeffrey T. Williams
GBMIN119418-17,KT358517,8464316,,KT358517,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMIN94804-17,KT358529,8435185,,KT358529,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB7600-20,MK777590,11562023,DOS05923,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9381-20,MN123478,11563804,NMNZ P.041672,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,-29.245,-177.885,,,,,,,New Zealand,,,,,,,,,,,,,
GBMNB9466-20,MN150188,11563889,,MN150188,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9476-20,MN150198,11563899,,MN150198,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9488-20,MN150210,11563911,,MN150210,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9490-20,MN150212,11563913,,MN150212,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9508-20,MN150230,11563931,,MN150230,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE42464-21,MZ675783,14274673,MZ675783,,"Mined from GenBank, NCBI",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE42473-21,OK326937,14274682,PVISK01,,"Mined from GenBank, NCBI",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77963-22,MZ317589,16489852,,,"Mined from GenBank, NCBI",,BOLD:AAE8465,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,64365,Pterois radiata,,,,,"Cuvier, 1829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77974-22,OK076988,16489863,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNF47609-22,OL691690,15413486,,OL691690,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47626-22,OL691707,15413503,,OL691707,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47640-22,OL691721,15413517,,OL691721,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47646-22,OL691727,15413523,,OL691727,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47659-22,OL691740,15413536,,OL691740,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47664-22,OL691745,15413541,,OL691745,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47678-22,OL691759,15413555,,OL691759,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47698-22,OL691779,15413575,,OL691779,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47704-22,OL691785,15413581,,OL691785,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47706-22,ON248008,15413583,,ON248008,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,19.2462,84.8959,,,,,,,India,,,,,,,,,,,,,
GOAIL298-17,RH1286,7527616,,RH1286,"Interuniversity Institute for Marine Sciences, Eilat",,BOLD:AAE8465,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,64365,Pterois radiata,,,Eran Brokovich,Visual Identification,"Cuvier, 1829",,DNA/Tissue Vouchered Only,Fin,,Eran Brokovich,,,,Fin clip  collected during SCUBA diving,,,Adult,,,,,,,,,,,,,5,,,Israel,,Eilat,,IUI reef,,,,,,,,,
GOAIL301-17,RH1313,7527619,,RH1313,"Interuniversity Institute for Marine Sciences, Eilat",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Eran Brokovich,Visual Identification,"Bennett, 1828",,DNA/Tissue Vouchered Only,Fin,,Eran Brokovich,,,,Fin clip  collected during SCUBA diving,,,Adult,,,,,,,,,,,,,5,,,Israel,,Eilat,,IUI reef,,,,,,,,,
LIONF065-18,Cyp49,8562677,,Cyp49,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,,,,Cyprus,,South Coast,,Karavas,,,,,,,,,
LIONF073-18,Z8_IL,8562685,HUJ20394,Z8_IL,"Hebrew University of Jerusalem, Rehovot",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Nir Stern,Morphological examination,"Bennett, 1828",,Vouchered:Registered Collection,Muscle tissue,,Daniel Golani,,,,Purchased from fishermen,,Fishermen,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Central Coast,,Poleg-Gaash,,,,,,,,,
LIONF075-18,Z11_IL,8562687,,Z11_IL,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Nir Stern,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Oren Klein,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Israel,Northern,North Coast,,Akhziv Canyon,,,,,,,,,
LIONF083-18,Z23_IL,8562695,,Z23_IL,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Nir Stern,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Oren Klein,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Israel,Northern,North Coast,,Akhziv Canyon,,,,,,,,,
MXIV141-10,MXIV141,1356218,ECOCH6369,141,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Carolina Quintal Lizama,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Cozumel,,,A,,S,,,,FAO-31,WGS84,20.51,-86.963,,,,,,,Mexico,Quintana Roo,Cozumel,,In front of town,,,,,,,,,
MXIV170-10,MXIV170,1356247,ECOCH6369,170,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Carolina Quintal Lizama,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Cozumel,,,A,,S,,,,FAO-31,WGS84,20.51,-86.963,,,,,,,Mexico,Quintana Roo,Cozumel,,In front of town,,,,,,,,,
MXIV497-10,MXIV0875,1634908,ECOCH7009,MXIV875,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:AAZ8585,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Martha Valdez-Moreno,,"Linnaeus, 1758",,,,,Martha Valdez-Moreno & Carolina Quintal-Lizama,,,,Xcalac-Majahual,,,I,,S,,,,FAO-31,WGS84,18.714,-87.709,,,,,,,Mexico,Quintana Roo,Othon P. Blanco,,Mahahual in front of town,,,,,,,,,
PARG474-16,495266,6815937,,UNCLASS,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F11_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG476-16,561566,6815939,,PLN34T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F11_rev_R4_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG480-16,50382,6815943,,PLN39T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F11_rev_R7_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG484-16,291158,6815947,,PL022T,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F1_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 2,,,,,,,,,
